School ID,School Name,Decile,Type,Authority,Gender,Regional Council,Education Region,TA with Auckland Local Board,Total,Female,Male,M?ori,Pasifika,Asian,MELAA,Other,European/ P?keh?,International fee paying,All Funded,Alternative Education,International fee paying,Secondary-Tertiary programme,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10,Year 11,Year 12,Year 13,Year 14,Year 15,Age 5,Age 6,Age 7,Age 8,Age 9,Age 10,Age 11,Age 12,Age 13,Age 14,Age 15,Age 16,Age 17,Age 18,Age 19,Age 20,Age 21,Age 22+,Level 1,Level 2,Level 3,Level 4a,Level 4b,Level 5,Taha M?ori,None,NZ M?ori,Samoan,Cook Is. M?ori,Tongan,Niue,Fijian,Tokelauan,Other Pacific,Soutth East Asian,Indian,Chinese,Other Asian,Middle Eastern,Latin American,African,Other,NZ European,Other European,International fee Paying
62,St Peter's College (Epsom),8,Secondary (Year 7-15),State: Integrated,Single Sex-Boys,Auckland Region,Auckland,Auckland- Waitemata,"1,304",0,"1,304",112,234,242,20,8,653,35,"1,269",0,35,0,0,0,0,0,0,0,184,194,215,206,190,155,160,0,0,0,0,0,0,0,0,149,185,226,205,189,159,159,32,0,0,0,0,0,0,0,0,17,540,0,712,112,135,13,49,12,21,1,3,59,129,36,18,1,7,12,8,589,64,35
63,Marcellin College,3,Secondary (Year 7-15),State: Integrated,Co-Ed,Auckland Region,Auckland,Auckland- Puketapapa,665,306,359,48,365,173,19,3,49,8,657,0,8,0,0,0,0,0,0,0,47,67,129,106,105,112,97,2,0,0,0,0,0,0,0,38,62,124,105,108,107,97,21,3,0,0,0,0,0,0,0,0,0,0,657,48,157,29,156,12,11,0,0,117,43,9,4,1,1,17,3,41,8,8
64,Epsom Girls Grammar School,9,Secondary (Year 9-15),State: Not integrated,Single Sex-Girls,Auckland Region,Auckland,Auckland- Albert-Eden,"2,186","2,186",0,152,173,751,39,1,979,91,"2,094",0,91,1,0,0,0,0,0,0,0,0,422,440,445,451,428,0,0,0,0,0,0,0,0,0,1,359,429,431,452,416,94,4,0,0,0,0,0,0,0,70,0,0,"2,024",152,52,22,40,20,35,1,3,55,138,321,237,25,5,9,1,855,124,91
65,Glendowie College,9,Secondary (Year 9-15),State: Not integrated,Co-Ed,Auckland Region,Auckland,Auckland- Orakei,"1,049",510,539,45,50,219,27,4,646,58,990,1,58,0,0,0,0,0,0,0,0,0,228,203,210,224,184,0,0,0,0,0,0,0,0,0,1,182,208,217,203,183,47,8,0,0,0,0,0,0,0,0,0,0,990,45,22,13,7,5,2,1,0,50,21,104,44,14,3,10,4,540,106,58
66,Dilworth School,4,Composite (Year 1-15),Private: Fully Reg.,Single Sex-Boys,Auckland Region,Auckland,Auckland- Albert-Eden,594,0,594,153,196,45,12,5,183,0,594,0,0,0,0,0,0,0,16,23,78,72,96,89,83,77,60,0,0,0,0,0,0,16,24,64,69,97,87,84,77,66,10,0,0,0,0,0,0,0,0,24,168,402,0,153,51,20,105,8,5,3,4,13,9,22,1,1,1,10,5,164,19,0
67,Diocesan School For Girls,10,Composite (Year 1-15),Private: Fully Reg.,Single Sex-Girls,Auckland Region,Auckland,Auckland- Albert-Eden,"1,382","1,382",0,60,28,253,6,14,992,29,"1,353",0,29,0,27,31,44,39,57,51,135,135,171,177,182,163,170,0,0,20,37,45,39,57,51,117,127,169,184,168,169,181,18,0,0,0,0,0,0,0,0,18,40,422,873,60,9,4,11,2,1,0,1,14,59,142,38,3,1,2,14,885,107,29
68,St Cuthbert's College (Epsom),10,Composite (Year 1-15),Private: Fully Reg.,Single Sex-Girls,Auckland Region,Auckland,Auckland- Albert-Eden,"1,393","1,393",0,61,64,344,16,2,869,37,"1,355",1,37,0,44,44,51,45,54,50,122,150,169,163,182,146,173,0,0,41,40,47,54,56,48,117,136,161,157,186,158,167,24,1,0,0,0,0,0,0,0,23,0,856,476,61,31,9,15,2,4,1,2,14,53,222,55,11,3,2,2,778,91,37
69,Mt Albert Grammar School,7,Secondary (Year 9-15),State: Not integrated,Co-Ed,Auckland Region,Auckland,Auckland- Albert-Eden,"2,694","1,094","1,600",387,515,456,85,1,"1,152",98,"2,487",99,98,10,0,0,0,0,0,0,0,0,519,567,610,535,463,0,0,0,0,0,0,0,0,0,7,435,568,580,525,443,120,15,1,0,0,0,0,0,104,30,0,8,"2,345",387,209,87,131,60,12,5,11,81,160,125,90,17,12,56,1,"1,064",88,98
70,Marist College,7,Secondary (Year 7-15),State: Integrated,Single Sex-Girls,Auckland Region,Auckland,Auckland- Albert-Eden,768,768,0,64,143,179,20,4,345,13,755,0,13,0,0,0,0,0,0,0,106,107,115,103,119,120,98,0,0,0,0,0,0,0,0,87,110,107,107,122,120,98,17,0,0,0,0,0,0,0,0,84,0,0,671,64,79,4,42,9,6,1,2,48,89,18,24,2,3,15,4,315,30,13
73,Hebron Christian College (Auckland),8,Composite (Year 1-15),Private: Fully Reg.,Co-Ed,Auckland Region,Auckland,Auckland- Albert-Eden,227,119,108,4,24,70,1,0,120,8,219,0,8,0,28,12,16,15,21,17,17,28,10,21,15,14,13,0,0,28,12,16,14,22,18,11,28,14,19,14,17,13,1,0,0,0,0,0,0,0,0,0,0,0,219,4,15,0,6,2,0,0,1,6,16,36,12,0,0,1,0,111,9,8
74,Mt Roskill Grammar,4,Secondary (Year 9-15),State: Not integrated,Co-Ed,Auckland Region,Auckland,Auckland- Puketapapa,"2,209","1,010","1,199",125,476,"1,192",98,3,234,81,"2,128",0,81,0,0,0,0,0,0,0,0,0,429,429,443,438,470,0,0,0,0,0,0,0,0,0,1,354,429,425,417,456,110,9,3,5,0,0,0,0,0,32,38,0,"2,058",125,184,41,205,25,13,1,7,65,609,351,167,31,7,60,3,209,25,81
75,Lynfield College,7,Secondary (Year 9-15),State: Not integrated,Co-Ed,Auckland Region,Auckland,Auckland- Puketapapa,"1,852",896,956,136,220,819,78,8,500,91,"1,761",0,91,0,0,0,0,0,0,0,0,0,363,359,347,391,392,0,0,0,0,0,0,0,0,0,1,313,343,339,387,287,69,8,3,0,102,0,0,0,0,30,22,0,"1,709",136,87,18,49,20,24,0,22,48,420,248,103,44,4,30,8,459,41,91
77,Bethlehem College,10,Composite (Year 1-15),State: Integrated,Co-Ed,Bay of Plenty Region,Bay of Plenty/Rotorua/Taupo,Tauranga City,"1,572",811,761,108,6,113,10,34,"1,243",58,"1,514",0,58,0,59,67,61,79,84,69,185,167,164,165,166,170,136,0,0,52,72,63,79,84,85,135,163,159,167,180,163,137,33,0,0,0,0,0,0,0,0,0,303,446,765,108,0,1,0,0,0,0,5,4,33,44,32,0,2,8,34,"1,111",132,58
78,Avondale College,4,Secondary (Year 9-15),State: Not integrated,Co-Ed,Auckland Region,Auckland,Auckland- Whau,"2,667","1,281","1,386",317,731,707,163,3,622,124,"2,543",0,124,0,0,0,0,0,0,0,0,0,533,486,551,557,540,0,0,0,0,0,0,0,0,0,4,444,496,528,533,542,109,9,2,0,0,0,0,0,0,28,103,0,"2,412",317,404,69,103,78,55,3,19,104,269,180,154,59,12,92,3,559,63,124
79,Edgewater College,4,Secondary (Year 9-15),State: Not integrated,Co-Ed,Auckland Region,Auckland,Auckland- Howick,787,377,410,144,312,144,44,3,121,19,758,0,19,10,0,0,0,0,0,0,0,0,150,160,153,164,157,3,0,0,0,0,0,0,0,0,1,123,154,152,155,162,38,2,0,0,0,0,0,0,0,33,22,0,703,144,123,32,97,22,34,1,3,48,48,33,15,27,0,17,3,112,9,19
80,Pakuranga College,8,Secondary (Year 9-15),State: Not integrated,Co-Ed,Auckland Region,Auckland,Auckland- Howick,"2,087","1,008","1,079",203,136,678,89,1,839,141,"1,944",0,141,2,0,0,0,0,0,0,0,0,414,396,434,472,371,0,0,0,0,0,0,0,0,1,1,317,394,422,454,363,125,8,1,1,0,0,0,0,0,77,0,0,"1,867",203,58,9,48,5,6,0,10,133,157,322,66,32,5,52,1,665,174,141
81,St Kentigern College (Pakuranga),10,Secondary (Year 7-15),Private: Fully Reg.,Co-Ed,Auckland Region,Auckland,Auckland- Howick,"1,693",626,"1,067",64,58,279,16,12,"1,243",21,"1,672",0,21,0,0,0,0,0,0,0,123,133,303,273,321,275,265,0,0,0,0,0,0,0,0,99,134,271,259,310,296,255,68,1,0,0,0,0,0,0,0,0,0,0,"1,672",64,26,5,13,5,6,0,3,12,54,169,44,0,3,13,12,"1,146",97,21
82,Aidanfield Christian School,7,Composite (Year 1-15),State: Integrated,Co-Ed,Canterbury Region,Canterbury,Christchurch City,205,96,109,17,6,19,19,6,138,0,205,0,0,0,30,30,23,15,16,23,20,12,15,21,0,0,0,0,0,30,30,23,15,16,24,12,14,19,16,6,0,0,0,0,0,0,0,0,0,0,0,0,169,0,36,17,0,2,4,0,0,0,0,8,2,6,3,0,0,19,6,126,12,0
83,Kelston Boys' High School,4,Secondary (Year 9-15),State: Not integrated,Single Sex-Boys,Auckland Region,Auckland,Auckland- Whau,929,0,929,167,518,86,19,11,108,20,909,0,20,0,0,0,0,0,0,0,0,0,196,184,172,186,182,9,0,0,0,0,0,0,0,0,2,163,169,176,169,183,54,12,1,0,0,0,0,0,0,64,0,0,845,167,283,28,101,27,47,4,28,14,35,3,34,8,0,11,11,90,18,20
84,Kelston Girls' College,3,Secondary (Year 9-15),State: Not integrated,Single Sex-Girls,Auckland Region,Auckland,Auckland- Whau,626,626,0,92,378,74,58,0,21,3,563,0,3,60,0,0,0,0,0,0,0,0,111,117,139,126,124,9,0,0,0,0,0,0,0,0,0,100,100,133,122,123,34,10,1,2,1,0,0,0,31,27,38,0,467,92,199,11,69,18,37,5,39,13,32,4,25,39,0,19,0,19,2,3
85,One Tree Hill College,3,Secondary (Year 9-15),State: Not integrated,Co-Ed,Auckland Region,Auckland,Auckland- Maungakiekie-Tamaki,906,357,549,174,347,260,28,2,72,23,870,0,23,13,0,0,0,0,0,0,0,0,229,199,181,143,147,7,0,0,0,0,0,0,0,0,1,192,199,171,151,131,41,17,1,1,1,0,0,0,0,45,0,0,825,174,76,70,124,20,53,2,2,119,99,30,12,11,4,13,2,61,11,23
86,Onehunga High School,4,Secondary (Year 9-15),State: Not integrated,Co-Ed,Auckland Region,Auckland,Auckland- Maungakiekie-Tamaki,"1,312",638,674,259,637,127,14,6,240,29,"1,245",36,29,2,0,0,0,0,0,0,0,0,254,250,266,279,263,0,0,0,0,0,0,0,0,0,5,205,248,273,253,248,71,8,1,0,0,0,0,0,0,81,0,29,"1,135",259,227,77,205,86,34,5,3,16,69,20,22,4,3,7,6,213,27,29
87,Howick College,10,Secondary (Year 9-15),State: Not integrated,Co-Ed,Auckland Region,Auckland,Auckland- Howick,"1,867",930,937,232,142,266,42,7,"1,133",45,"1,806",0,45,16,0,0,0,0,0,0,0,0,413,387,382,404,278,2,1,0,0,0,0,0,0,0,0,328,385,384,404,297,66,2,1,0,0,0,0,0,0,40,0,0,"1,766",232,62,24,33,7,13,0,3,33,95,96,42,7,2,33,7,866,267,45
88,Otahuhu College,1,Secondary (Year 9-15),State: Not integrated,Co-Ed,Auckland Region,Auckland,Auckland- Mangere-Otahuhu,"1,303",665,638,187,"1,021",73,8,3,11,0,"1,258",36,0,9,0,0,0,0,0,0,0,0,257,296,269,257,224,0,0,0,0,0,0,0,0,0,1,225,268,275,259,221,49,5,0,0,0,0,0,0,0,34,30,"1,127",67,187,380,132,320,61,97,9,22,16,45,2,10,4,2,2,3,7,4,0
89,Kings College,10,Secondary (Year 9-15),Private: Fully Reg.,"Sen.Co-Ed, Jun.Boys",Auckland Region,Auckland,Auckland- Mangere-Otahuhu,913,107,806,72,45,126,3,0,638,29,884,0,29,0,0,0,0,0,0,0,0,0,154,156,163,216,224,0,0,0,0,0,0,0,0,0,1,125,154,157,221,210,45,0,0,0,0,0,0,0,0,172,140,1,571,72,17,6,10,3,4,1,4,3,22,76,25,3,0,0,0,608,30,29
90,McAuley High School,1,Secondary (Year 9-15),State: Integrated,Single Sex-Girls,Auckland Region,Auckland,Auckland- Mangere-Otahuhu,688,688,0,43,606,25,11,0,3,0,688,0,0,0,0,0,0,0,0,0,0,0,162,154,139,140,93,0,0,0,0,0,0,0,0,0,2,128,151,143,141,105,18,0,0,0,0,0,0,0,0,21,103,0,564,43,386,23,167,12,9,6,3,13,12,0,0,10,0,1,0,3,0,0
91,Mangere College,1,Secondary (Year 9-15),State: Not integrated,Co-Ed,Auckland Region,Auckland,Auckland- Mangere-Otahuhu,797,425,372,154,618,10,8,5,2,0,780,14,0,3,0,0,0,0,0,0,0,0,168,180,161,163,118,5,2,0,0,0,0,0,0,0,4,144,176,159,155,123,28,3,2,0,3,0,0,0,0,102,0,0,678,154,247,158,132,58,9,6,8,3,5,0,2,6,0,2,5,2,0,0
93,Auckland Seventh-Day Adventist H S,2,Secondary (Year 9-15),State: Integrated,Co-Ed,Auckland Region,Auckland,Auckland- Mangere-Otahuhu,193,116,77,10,175,2,0,2,4,0,193,0,0,0,0,0,0,0,0,0,0,0,49,46,26,46,26,0,0,0,0,0,0,0,0,0,0,42,44,32,32,39,3,1,0,0,0,0,0,0,0,18,0,0,175,10,40,36,88,5,0,2,4,1,1,0,0,0,0,0,2,4,0,0
94,De La Salle College,1,Secondary (Year 7-15),State: Integrated,Single Sex-Boys,Auckland Region,Auckland,Auckland- Otara-Papatoetoe,971,0,971,57,861,38,1,1,12,1,967,0,1,3,0,0,0,0,0,0,107,115,174,157,154,147,117,0,0,0,0,0,0,0,1,80,119,156,170,142,142,122,39,0,0,0,0,0,0,0,0,4,97,0,866,57,628,38,157,15,20,3,0,24,12,2,0,1,0,0,1,11,1,1
95,Papatoetoe High School,3,Secondary (Year 9-15),State: Not integrated,Co-Ed,Auckland Region,Auckland,Auckland- Otara-Papatoetoe,"1,649",741,908,255,397,845,31,2,104,15,"1,623",0,15,11,0,0,0,0,0,0,0,0,330,336,353,322,308,0,0,0,0,0,0,0,0,0,4,280,294,338,342,292,86,11,1,0,1,0,0,0,0,29,123,0,"1,471",255,195,65,98,23,12,1,3,143,618,75,9,21,3,7,2,96,8,15
96,Aorere College,2,Secondary (Year 9-15),State: Not integrated,Co-Ed,Auckland Region,Auckland,Auckland- Otara-Papatoetoe,"1,486",727,759,298,769,379,10,3,23,4,"1,449",24,4,9,0,0,0,0,0,0,0,0,346,325,308,302,203,2,0,0,0,0,0,0,0,0,0,283,325,315,284,220,57,2,0,0,0,0,0,0,0,46,0,21,"1,382",298,352,124,206,62,6,17,2,42,312,12,13,3,1,6,3,18,5,4
97,Sir Edmund Hillary Collegiate Senior School,1,Secondary (Year 9-15),State: Not integrated,Co-Ed,Auckland Region,Auckland,Auckland- Otara-Papatoetoe,527,271,256,90,436,0,0,1,0,0,525,0,0,2,0,0,0,0,0,0,0,0,117,119,122,88,81,0,0,0,0,0,0,0,0,0,0,92,110,132,100,77,14,2,0,0,0,0,0,0,0,0,47,0,478,90,195,93,121,25,1,1,0,0,0,0,0,0,0,0,1,0,0,0
99,Manurewa High School,2,Secondary (Year 9-15),State: Not integrated,Co-Ed,Auckland Region,Auckland,Auckland- Manurewa,"1,869",923,946,430,891,315,34,1,192,6,"1,719",0,6,144,0,0,0,0,0,0,0,0,470,381,375,352,291,0,0,0,0,0,0,0,0,0,2,383,376,376,370,287,72,3,0,0,0,0,0,0,0,45,11,0,"1,663",430,470,121,184,50,44,10,12,115,155,28,17,31,0,3,1,188,4,6
100,James Cook High School,1,Secondary (Year 9-15),State: Not integrated,Co-Ed,Auckland Region,Auckland,Auckland- Manurewa,"1,313",641,672,579,590,67,15,2,60,0,"1,313",0,0,0,0,0,0,0,0,0,0,0,286,275,305,247,200,0,0,0,0,0,0,0,0,0,1,232,273,292,257,200,52,6,0,0,0,132,44,0,0,0,0,0,"1,137",579,312,122,70,25,21,0,40,22,41,3,1,15,0,0,2,58,2,0
101,Papakura High School,2,Secondary (Year 9-15),State: Not integrated,Co-Ed,Auckland Region,Auckland,Auckland- Papakura,803,386,417,467,179,44,9,0,104,0,803,0,0,0,0,0,0,0,0,0,0,0,192,193,151,139,128,0,0,0,0,0,0,0,0,0,0,152,198,149,146,115,28,8,5,2,0,0,0,0,0,65,10,32,696,467,85,29,46,13,2,1,3,8,31,4,1,2,0,7,0,94,10,0
102,Rosehill College,6,Secondary (Year 9-15),State: Not integrated,Co-Ed,Auckland Region,Auckland,Auckland- Papakura,"1,722",872,850,395,128,206,44,3,900,46,"1,656",0,46,20,0,0,0,0,0,0,0,0,394,363,360,347,258,0,0,0,0,0,0,0,0,0,1,323,371,350,335,288,49,4,1,0,0,0,0,0,0,147,0,0,"1,509",395,68,13,16,3,15,8,5,40,102,28,36,11,12,21,3,845,55,46
103,Pukekohe High School,6,Secondary (Year 9-15),State: Not integrated,Co-Ed,Auckland Region,Auckland,Auckland- Franklin,"1,598",818,780,351,112,148,24,1,941,21,"1,560",14,21,3,0,0,0,0,0,0,0,0,383,347,338,305,222,3,0,0,0,0,0,0,0,0,1,295,359,336,310,248,48,1,0,0,0,0,0,0,0,84,0,0,"1,476",351,18,11,42,3,8,0,30,26,72,26,24,3,4,17,1,819,122,21
104,Wesley College,2,Secondary (Year 7-15),State: Integrated,Co-Ed,Auckland Region,Auckland,Auckland- Franklin,310,46,264,55,236,1,1,1,9,7,303,0,7,0,0,0,0,0,0,0,0,0,56,59,65,74,54,2,0,0,0,0,0,0,0,0,0,47,54,65,74,52,16,2,0,0,0,0,0,0,56,37,1,209,0,55,63,5,148,2,11,3,4,0,0,0,1,0,0,1,1,8,1,7
105,Waiuku College,7,Secondary (Year 9-15),State: Not integrated,Co-Ed,Auckland Region,Auckland,Auckland- Franklin,900,428,472,190,29,30,13,9,600,29,856,0,29,15,0,0,0,0,0,0,0,0,228,199,200,164,109,0,0,0,0,0,0,0,0,0,0,179,210,186,174,124,25,2,0,0,0,0,0,0,0,82,0,0,774,190,2,4,10,5,6,2,0,5,6,8,11,0,0,13,9,557,43,29
106,Tuakau College,4,Secondary (Year 7-15),State: Not integrated,Co-Ed,Waikato Region,Auckland,Waikato District,624,300,324,254,32,25,5,3,299,6,618,0,6,0,0,0,0,0,0,0,74,81,135,92,96,91,55,0,0,0,0,0,0,0,0,60,79,134,94,89,93,61,11,2,1,0,0,0,0,0,11,0,73,0,534,254,6,3,9,1,8,1,4,7,14,4,0,0,0,5,3,281,18,6
108,Onewhero Area School,7,Composite (Year 1-15),State: Not integrated,Co-Ed,Waikato Region,Auckland,Waikato District,511,255,256,101,15,16,2,0,377,0,511,0,0,0,26,33,43,33,42,41,64,52,49,47,38,28,15,0,0,26,33,43,33,42,41,58,49,47,48,39,30,19,3,0,0,0,0,0,0,0,0,4,116,229,162,101,3,2,5,1,3,0,1,10,2,1,3,0,0,2,0,353,24,0
109,Coromandel Area School,3,Composite (Year 1-15),State: Not integrated,Co-Ed,Waikato Region,Waikato,Thames-Coromandel District,183,92,91,77,1,3,0,0,100,2,178,2,2,1,13,6,12,18,12,19,22,26,15,6,19,7,8,0,0,12,5,14,18,12,19,20,26,18,3,16,9,10,1,0,0,0,0,0,0,0,0,23,0,106,49,77,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,97,3,2
110,Mercury Bay Area School,6,Composite (Year 1-15),State: Not integrated,Co-Ed,Waikato Region,Waikato,Thames-Coromandel District,845,437,408,153,7,15,0,6,634,30,813,2,30,0,54,66,61,56,55,52,65,61,83,91,73,69,59,0,0,54,66,61,56,55,52,49,65,80,89,73,73,61,11,0,0,0,0,0,0,35,4,31,118,298,327,153,4,1,0,0,0,0,2,5,4,1,5,0,0,0,6,606,28,30
111,Thames High School,6,Secondary (Year 9-15),State: Not integrated,Co-Ed,Waikato Region,Waikato,Thames-Coromandel District,615,299,316,181,11,22,7,2,369,23,583,3,23,6,0,0,0,0,0,0,0,0,123,136,123,125,108,0,0,0,0,0,0,0,0,0,0,116,128,129,124,100,18,0,0,0,0,0,0,0,0,22,34,0,527,181,2,3,4,0,2,0,0,5,4,4,9,0,1,6,2,346,23,23
112,Hauraki Plains College,6,Secondary (Year 9-15),State: Not integrated,Co-Ed,Waikato Region,Waikato,Hauraki District,697,345,352,148,5,11,3,1,522,7,644,1,7,45,0,0,0,0,0,0,0,0,164,138,155,135,105,0,0,0,0,0,0,0,0,0,0,136,143,156,133,112,15,1,0,0,1,0,0,0,0,103,0,541,0,148,0,2,1,1,1,0,0,3,3,1,4,0,0,3,1,492,30,7
113,Paeroa College,2,Secondary (Year 9-15),State: Not integrated,Co-Ed,Waikato Region,Waikato,Hauraki District,280,132,148,128,5,9,0,0,136,2,272,6,2,0,0,0,0,0,0,0,0,0,60,53,71,58,38,0,0,0,0,0,0,0,0,0,0,49,58,64,60,40,8,1,0,0,0,0,0,0,0,21,0,0,251,128,0,2,0,1,1,0,1,5,3,0,1,0,0,0,0,134,2,2
114,Waihi College,3,Secondary (Year 7-15),State: Not integrated,Co-Ed,Waikato Region,Waikato,Hauraki District,717,351,366,204,14,18,0,0,460,21,690,6,21,0,0,0,0,0,0,0,97,115,117,110,116,86,76,0,0,0,0,0,0,0,1,76,107,128,102,124,82,78,17,2,0,0,0,0,0,0,0,8,58,0,624,204,5,0,7,1,1,0,0,5,6,2,5,0,0,0,0,445,15,21
115,Te Kauwhata College,5,Secondary (Year 7-15),State: Not integrated,Co-Ed,Waikato Region,Waikato,Waikato District,483,256,227,193,19,9,4,0,258,0,469,3,0,11,0,0,0,0,0,0,59,70,83,89,84,54,44,0,0,0,0,0,0,0,0,43,67,87,90,79,63,43,11,0,0,0,0,0,0,0,0,24,42,0,403,193,6,4,4,1,4,0,0,1,2,3,3,0,0,4,0,245,13,0
116,Te Aroha College,4,Secondary (Year 9-15),State: Not integrated,Co-Ed,Waikato Region,Waikato,Matamata-Piako District,349,170,179,57,3,19,6,2,259,3,333,2,3,11,0,0,0,0,0,0,0,0,90,72,72,67,48,0,0,0,0,0,0,0,0,0,0,66,83,72,68,47,12,1,0,0,0,0,0,0,0,25,0,0,308,57,1,0,0,0,0,0,2,11,2,1,5,0,5,1,2,247,12,3
117,Katikati College,6,Secondary (Year 7-15),State: Not integrated,Co-Ed,Bay of Plenty Region,Bay of Plenty/Rotorua/Taupo,Western Bay of Plenty District,880,423,457,139,41,40,1,2,645,12,867,1,12,0,0,0,0,0,0,0,120,136,136,138,143,128,79,0,0,0,0,0,0,0,1,95,142,140,121,149,128,88,15,1,0,0,0,0,0,0,0,31,196,0,640,139,6,0,31,0,1,0,3,3,31,3,3,1,0,0,2,602,43,12
118,Mt Maunganui College,5,Secondary (Year 9-15),State: Not integrated,Co-Ed,Bay of Plenty Region,Bay of Plenty/Rotorua/Taupo,Tauranga City,"1,283",630,653,369,36,52,12,5,766,43,"1,228",12,43,0,0,0,0,0,0,0,0,0,238,300,260,285,200,0,0,0,0,0,0,0,0,0,0,187,304,265,274,218,31,2,2,0,0,0,0,0,0,19,30,0,"1,179",369,11,3,9,1,2,3,7,17,10,11,14,1,7,4,5,685,81,43
119,Huntly College,1,Secondary (Year 9-15),State: Not integrated,Co-Ed,Waikato Region,Waikato,Waikato District,321,151,170,210,14,6,0,0,90,1,308,5,1,7,0,0,0,0,0,0,0,0,84,70,73,46,38,9,1,0,0,0,0,0,0,0,0,69,70,81,44,44,12,1,0,0,0,0,0,0,0,7,0,0,301,210,0,2,5,2,2,0,3,4,1,1,0,0,0,0,0,89,1,1
120,Otumoetai College,8,Secondary (Year 9-15),State: Not integrated,Co-Ed,Bay of Plenty Region,Bay of Plenty/Rotorua/Taupo,Tauranga City,"1,995","1,052",943,389,24,85,17,107,"1,302",71,"1,897",27,71,0,0,0,0,0,0,0,0,0,460,409,433,381,309,3,0,0,0,0,0,0,0,0,1,347,445,425,387,306,77,5,1,0,1,0,0,0,0,100,0,0,"1,797",389,2,8,4,1,5,0,4,23,27,19,16,3,2,12,107,"1,213",89,71
121,Tauranga Boys' College,6,Secondary (Year 9-15),State: Not integrated,Single Sex-Boys,Bay of Plenty Region,Bay of Plenty/Rotorua/Taupo,Tauranga City,"1,753",0,"1,753",432,59,67,6,2,"1,141",46,"1,702",5,46,0,0,0,0,0,0,0,0,0,390,391,364,336,272,0,0,0,0,0,0,0,0,0,0,303,381,384,334,290,57,4,0,0,0,0,28,0,156,11,0,635,872,432,18,3,10,3,13,0,12,12,28,10,17,1,3,2,2,"1,047",94,46
122,Tauranga Girls' College,6,Secondary (Year 9-15),State: Not integrated,Single Sex-Girls,Bay of Plenty Region,Bay of Plenty/Rotorua/Taupo,Tauranga City,"1,454","1,454",0,399,48,72,8,14,876,37,"1,408",9,37,0,0,0,0,0,0,0,0,0,326,297,313,306,212,0,0,0,0,0,0,0,0,0,1,254,288,314,340,209,42,6,0,0,0,0,0,0,0,143,0,0,"1,265",399,21,0,14,0,4,0,9,12,29,9,22,2,6,0,14,761,115,37
123,Te Puke High School,5,Secondary (Year 9-15),State: Not integrated,Co-Ed,Bay of Plenty Region,Bay of Plenty/Rotorua/Taupo,Western Bay of Plenty District,934,499,435,326,38,81,3,2,459,25,887,10,25,12,0,0,0,0,0,0,0,0,185,203,205,189,152,0,0,0,0,0,0,0,0,0,1,151,207,199,186,146,36,2,4,2,0,0,0,0,0,95,0,157,635,326,7,0,7,0,4,0,20,13,51,5,12,1,1,1,2,430,29,25
124,Matamata College,6,Secondary (Year 9-15),State: Not integrated,Co-Ed,Waikato Region,Waikato,Matamata-Piako District,863,437,426,192,7,20,14,6,614,10,843,5,10,5,0,0,0,0,0,0,0,0,207,181,207,143,125,0,0,0,0,0,0,0,0,0,0,164,194,185,171,106,32,6,2,3,0,0,0,0,0,0,39,0,804,192,0,0,1,1,5,0,0,6,3,3,8,0,3,11,6,575,39,10
125,Raglan Area School,4,Composite (Year 1-15),State: Not integrated,Co-Ed,Waikato Region,Waikato,Waikato District,432,195,237,254,2,7,3,0,166,0,424,3,0,5,45,43,46,36,30,32,35,28,24,30,30,27,25,1,0,45,43,46,35,31,32,31,26,25,33,29,29,21,6,0,0,0,0,70,0,0,21,0,65,182,86,254,0,1,1,0,0,0,0,2,4,0,1,0,0,3,0,145,21,0
126,Morrinsville College,6,Secondary (Year 9-15),State: Not integrated,Co-Ed,Waikato Region,Waikato,Matamata-Piako District,717,356,361,148,8,48,5,0,501,7,702,3,7,5,0,0,0,0,0,0,0,0,173,157,170,117,100,0,0,0,0,0,0,0,0,0,0,136,154,170,137,97,23,0,0,0,0,0,0,0,0,15,32,0,655,148,1,0,0,0,4,0,3,13,22,4,9,0,4,1,0,472,29,7
127,Ngaruawahia High School,2,Secondary (Year 9-15),State: Not integrated,Co-Ed,Waikato Region,Waikato,Waikato District,210,88,122,162,5,1,0,0,42,0,201,5,0,4,0,0,0,0,0,0,0,0,47,54,51,38,20,0,0,0,0,0,0,0,0,0,0,46,48,55,37,20,4,0,0,0,0,0,0,0,0,11,60,0,130,162,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,38,4,0
129,Fairfield College,4,Secondary (Year 9-15),State: Not integrated,Co-Ed,Waikato Region,Waikato,Hamilton City,830,396,434,411,71,30,20,2,296,0,810,14,0,6,0,0,0,0,0,0,0,0,171,173,215,134,126,10,1,0,0,0,0,0,0,0,0,142,179,199,154,119,30,3,0,3,1,0,0,0,0,107,1,0,702,411,11,2,18,2,8,0,30,9,5,4,12,0,2,18,2,272,24,0
130,St Paul's Collegiate (Hamilton),10,Secondary (Year 9-15),Private: Fully Reg.,"Sen.Co-Ed, Jun.Boys",Waikato Region,Waikato,Hamilton City,658,93,565,57,8,67,7,5,485,29,629,0,29,0,0,0,0,0,0,0,0,0,103,119,169,130,137,0,0,0,0,0,0,0,0,0,0,84,106,163,143,128,33,1,0,0,0,0,0,0,32,15,0,582,0,57,3,0,3,0,2,0,0,6,32,21,8,0,0,7,5,464,21,29
