School ID,School Name,Decile,Type,Authority,Gender,Regional Council,Education Region,TA with Auckland Local Board,Total,Female,Male,M?ori,Pasifika,Asian,MELAA,Other,European/ P?keh?,International fee paying,All Funded,Alternative Education,International fee paying,Secondary-Tertiary programme,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10,Year 11,Year 12,Year 13,Year 14,Year 15,Age 5,Age 6,Age 7,Age 8,Age 9,Age 10,Age 11,Age 12,Age 13,Age 14,Age 15,Age 16,Age 17,Age 18,Age 19,Age 20,Age 21,Age 22+,Level 1,Level 2,Level 3,Level 4a,Level 4b,Level 5,Taha M?ori,None,NZ M?ori,Samoan,Cook Is. M?ori,Tongan,Niue,Fijian,Tokelauan,Other Pacific,Soutth East Asian,Indian,Chinese,Other Asian,Middle Eastern,Latin American,African,Other,NZ European,Other European,International fee Paying
2357,Fordell School,6,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Wanganui District,91,43,48,16,6,0,0,11,58,0,91,0,0,0,12,12,9,12,9,12,8,17,0,0,0,0,0,0,0,12,12,9,11,10,12,8,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,53,5,0
2358,Foxton Beach School,3,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Wellington,Horowhenua District,128,59,69,45,3,0,0,0,80,0,128,0,0,0,30,19,20,7,13,21,14,4,0,0,0,0,0,0,0,30,19,18,9,10,20,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,45,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,75,5,0
2359,Foxton School,1,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Wellington,Horowhenua District,77,29,48,57,0,0,1,2,17,0,77,0,0,0,11,10,6,9,10,9,14,8,0,0,0,0,0,0,0,11,8,7,10,10,9,13,7,2,0,0,0,0,0,0,0,0,0,3,19,31,17,1,6,0,0,57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,17,0,0
2360,Glen Oroua School,9,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Manawatu District,68,38,30,4,1,0,0,0,63,0,68,0,0,0,10,11,14,6,9,8,4,6,0,0,0,0,0,0,0,10,11,14,6,9,8,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0
2361,Gonville School,2,Contributing,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Wanganui District,133,69,64,71,6,1,0,0,55,0,133,0,0,0,27,17,15,21,23,28,2,0,0,0,0,0,0,0,0,27,17,15,20,24,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,71,3,1,0,0,2,0,0,0,0,1,0,0,0,0,0,54,1,0
2362,Halcombe Primary School,7,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Manawatu District,147,74,73,15,0,0,3,0,129,0,147,0,0,0,22,23,15,17,16,21,21,12,0,0,0,0,0,0,0,22,23,15,17,16,22,17,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,117,12,0
2363,Somerset Crescent School,1,Contributing,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Palmerston North City,223,84,139,111,62,4,0,0,46,0,223,0,0,0,43,42,28,35,32,33,10,0,0,0,0,0,0,0,0,41,43,29,33,34,33,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,111,18,17,21,1,2,3,0,0,4,0,0,0,0,0,0,45,1,0
2364,Hiwinui School,10,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Manawatu District,95,52,43,7,0,0,0,0,88,0,95,0,0,0,21,11,7,11,7,14,16,8,0,0,0,0,0,0,0,20,11,8,11,7,14,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,6,0
2365,Hokowhitu School,8,Contributing,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Palmerston North City,276,131,145,62,19,35,10,3,147,0,276,0,0,0,46,38,55,40,49,39,9,0,0,0,0,0,0,0,0,43,40,55,39,51,38,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,62,3,0,4,1,7,1,3,6,6,8,15,5,4,1,3,118,29,0
2366,Hunterville Consolidated School,7,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Rangitikei District,183,93,90,39,0,0,0,2,142,0,183,0,0,0,29,26,14,25,22,16,28,23,0,0,0,0,0,0,0,26,28,15,25,19,17,28,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,139,3,0
2367,Hurleyville School,4,Contributing,State: Not integrated,Co-Ed,Taranaki Region,Taranaki/Whanganui/Manawatu,South Taranaki District,12,7,5,0,0,0,0,0,12,0,12,0,0,0,3,1,2,3,2,1,0,0,0,0,0,0,0,0,0,3,1,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
2368,James Cook School,2,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Rangitikei District,172,80,92,72,26,3,0,0,71,0,172,0,0,0,30,20,21,18,18,19,25,21,0,0,0,0,0,0,0,29,21,20,19,18,18,25,16,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,72,25,0,0,0,1,0,0,2,0,0,1,0,0,0,0,69,2,0
2369,Kai Iwi School,5,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Wanganui District,96,40,56,30,1,9,0,0,56,0,96,0,0,0,14,18,9,17,7,9,11,11,0,0,0,0,0,0,0,12,20,9,16,8,9,10,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,30,0,0,0,0,1,0,0,5,2,0,2,0,0,0,0,53,3,0
2370,Kairanga School,8,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Palmerston North City,177,72,105,31,3,0,0,1,142,0,177,0,0,0,27,27,26,21,26,24,19,7,0,0,0,0,0,0,0,25,29,26,21,26,24,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,31,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,140,2,0
2371,Kaitieke School,8,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Waikato,Ruapehu District,12,5,7,4,0,0,0,0,8,0,12,0,0,0,4,2,0,0,1,1,1,3,0,0,0,0,0,0,0,4,2,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
2372,Kaitoke School (Wanganui),7,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Wanganui District,99,46,53,17,2,5,4,0,71,0,99,0,0,0,19,15,10,14,13,10,9,9,0,0,0,0,0,0,0,18,16,10,13,14,10,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,17,0,1,0,0,0,0,1,1,4,0,0,1,3,0,0,64,7,0
2373,Kakahi School,2,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Waikato,Ruapehu District,22,15,7,22,0,0,0,0,0,0,22,0,0,0,3,4,4,1,1,2,5,2,0,0,0,0,0,0,0,3,4,4,1,1,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2374,Kakaramea School,5,Contributing,State: Not integrated,Co-Ed,Taranaki Region,Taranaki/Whanganui/Manawatu,South Taranaki District,73,36,37,13,0,0,0,0,60,0,73,0,0,0,22,14,8,9,6,8,6,0,0,0,0,0,0,0,0,22,14,8,9,6,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0
2375,Kakatahi School,3,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Wanganui District,7,4,3,4,0,0,0,0,3,0,7,0,0,0,0,1,1,1,0,1,1,2,0,0,0,0,0,0,0,0,1,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2377,TKKM o Tupoho,1,Composite (Year 1-15),State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Wanganui District,127,63,64,127,0,0,0,0,0,0,127,0,0,0,16,11,15,13,11,10,12,10,6,5,7,8,3,0,0,16,11,15,13,11,10,12,10,6,5,7,8,3,0,0,0,0,0,127,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2378,Keith Street School,2,Contributing,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Wanganui District,216,92,124,134,7,4,0,0,71,0,216,0,0,0,34,35,32,39,35,35,6,0,0,0,0,0,0,0,0,32,34,32,42,34,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,134,3,4,0,0,0,0,0,2,0,2,0,0,0,0,0,69,2,0
2379,Kimbolton School,7,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Manawatu District,62,31,31,11,0,0,0,0,51,0,62,0,0,0,8,10,7,12,9,6,5,5,0,0,0,0,0,0,0,8,10,7,12,9,6,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2,0
2382,Kiwitea School,10,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Manawatu District,36,24,12,0,1,0,0,0,35,0,36,0,0,0,4,4,3,3,7,6,5,4,0,0,0,0,0,0,0,4,4,3,3,6,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35,0,0
2383,TKKM o Ngati Ruanui,1,Full Primary,State: Not integrated,Co-Ed,Taranaki Region,Taranaki/Whanganui/Manawatu,South Taranaki District,51,30,21,51,0,0,0,0,0,0,51,0,0,0,11,4,4,9,7,4,5,7,0,0,0,0,0,0,0,11,4,4,9,7,4,5,7,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2384,Te Kura o Kokohuia,1,Composite (Year 1-15),State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Wanganui District,69,42,27,69,0,0,0,0,0,0,69,0,0,0,7,6,8,4,8,5,5,7,3,6,3,2,5,0,0,3,8,8,6,8,5,5,7,3,7,2,3,4,0,0,0,0,0,50,19,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2385,Kopane School,8,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Manawatu District,47,25,22,8,1,0,0,0,38,0,47,0,0,0,4,5,9,5,4,6,7,7,0,0,0,0,0,0,0,4,5,9,5,4,6,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,7,0
2386,Linton Camp School,10,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Palmerston North City,123,65,58,93,2,1,0,0,27,0,123,0,0,0,32,18,18,10,15,14,9,7,0,0,0,0,0,0,0,31,18,18,11,15,14,8,6,2,0,0,0,0,0,0,0,0,0,0,13,0,110,0,0,0,0,93,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,23,4,0
2387,Linton Country School,9,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Palmerston North City,19,5,14,5,0,0,1,0,13,0,19,0,0,0,5,2,2,4,3,1,2,0,0,0,0,0,0,0,0,4,3,2,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2,0
2388,Longburn School,5,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Palmerston North City,74,41,33,23,3,2,1,0,45,0,74,0,0,0,10,16,8,9,10,4,12,5,0,0,0,0,0,0,0,10,16,8,9,10,4,12,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,23,0,0,1,0,2,0,0,2,0,0,0,0,0,1,0,45,0,0
2389,Lytton Street School,3,Contributing,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Manawatu District,366,180,186,128,9,3,2,0,224,0,366,0,0,0,62,59,59,67,54,57,8,0,0,0,0,0,0,0,0,61,60,59,66,54,58,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,0,128,0,5,3,0,1,0,0,1,0,0,2,0,0,2,0,217,7,0
2390,Manchester Street School,6,Contributing,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Manawatu District,426,191,235,65,8,8,3,2,340,0,426,0,0,0,85,77,77,66,53,58,10,0,0,0,0,0,0,0,0,80,71,87,64,56,57,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,65,0,3,0,2,2,0,1,1,4,2,1,0,0,3,2,329,11,0
2391,Mangamahu Primary School,5,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Wanganui District,11,6,5,5,0,0,0,0,6,0,11,0,0,0,1,2,2,2,1,1,2,0,0,0,0,0,0,0,0,1,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
2392,Mangaweka School,7,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Rangitikei District,33,18,15,3,2,0,0,0,28,0,33,0,0,0,7,2,4,2,5,4,4,5,0,0,0,0,0,0,0,6,2,5,2,5,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0
2393,Manunui School,1,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Waikato,Ruapehu District,57,28,29,39,0,0,0,0,18,0,57,0,0,0,11,8,3,8,10,6,5,6,0,0,0,0,0,0,0,8,10,3,9,10,5,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
2395,St Marcellin School (Wanganui),3,Full Primary,State: Integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Wanganui District,102,60,42,43,7,10,0,1,41,0,102,0,0,0,8,15,14,10,11,10,20,14,0,0,0,0,0,0,0,8,14,14,11,11,10,20,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,43,6,0,0,0,0,0,1,1,3,6,0,0,0,0,1,41,0,0
2396,Marton Junction School,1,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Rangitikei District,73,37,36,56,7,0,0,0,10,0,73,0,0,0,10,8,7,9,8,6,11,14,0,0,0,0,0,0,0,10,8,7,8,9,6,11,14,0,0,0,0,0,0,0,0,0,0,25,0,0,48,0,0,0,0,56,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
2397,Marton School,3,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Rangitikei District,167,80,87,52,17,1,3,0,94,0,167,0,0,0,13,25,20,18,24,20,16,31,0,0,0,0,0,0,0,13,25,20,18,24,20,14,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,52,15,1,0,0,1,0,0,0,1,0,0,0,0,3,0,89,5,0
2398,Mataroa School,5,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Rangitikei District,38,18,20,22,0,0,0,0,16,0,38,0,0,0,2,3,7,6,4,8,5,3,0,0,0,0,0,0,0,2,3,7,6,4,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
2400,Milson School,5,Contributing,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Palmerston North City,309,130,179,123,12,14,2,1,157,0,309,0,0,0,61,59,46,39,52,45,7,0,0,0,0,0,0,0,0,59,60,47,39,52,45,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0,123,6,3,3,0,0,0,0,3,3,7,1,2,0,0,1,153,4,0
2401,Moawhango School,6,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Rangitikei District,30,17,13,17,0,0,0,0,13,0,30,0,0,0,2,4,3,4,5,1,6,5,0,0,0,0,0,0,0,2,4,3,4,5,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
2402,Monrad Intermediate,3,Intermediate,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Palmerston North City,262,123,139,139,23,6,3,2,89,0,262,0,0,0,0,0,0,0,0,0,129,133,0,0,0,0,0,0,0,0,0,0,0,0,0,107,130,25,0,0,0,0,0,0,0,0,0,21,41,0,0,0,200,0,0,139,5,7,5,1,4,1,0,3,1,1,1,0,2,1,2,87,2,0
2403,Mosston School,5,Contributing,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Wanganui District,150,64,86,37,1,3,0,0,109,0,150,0,0,0,35,21,20,20,26,25,3,0,0,0,0,0,0,0,0,35,21,20,19,27,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,99,0,37,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,106,3,0
2404,Mount Biggs School,8,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Manawatu District,82,39,43,11,0,0,0,0,71,0,82,0,0,0,18,7,14,11,10,7,9,6,0,0,0,0,0,0,0,16,6,14,14,9,8,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2,0
2405,National Park School,3,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Ruapehu District,44,25,19,1,0,0,0,0,43,0,44,0,0,0,6,10,4,10,5,3,3,3,0,0,0,0,0,0,0,6,10,4,10,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0
2406,Newbury School,9,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Manawatu District,157,72,85,20,2,6,0,0,129,0,157,0,0,0,23,20,22,22,26,23,9,12,0,0,0,0,0,0,0,23,20,22,22,26,23,9,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,20,0,0,1,0,1,0,0,0,4,0,2,0,0,0,0,125,4,0
2407,Ngamatapouri School,4,Full Primary,State: Not integrated,Co-Ed,Taranaki Region,Taranaki/Whanganui/Manawatu,South Taranaki District,10,4,6,6,0,0,0,0,4,0,10,0,0,0,2,2,0,1,1,0,4,0,0,0,0,0,0,0,0,2,1,1,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2408,Ngamatea School,6,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Wanganui District,4,1,3,0,0,0,0,1,3,0,4,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0
2409,North Street School,4,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Manawatu District,367,174,193,139,5,8,0,4,210,1,366,0,1,0,40,43,49,32,45,57,49,52,0,0,0,0,0,0,0,39,43,49,33,45,57,43,44,14,0,0,0,0,0,0,0,0,0,0,60,0,0,0,306,0,0,139,0,1,2,0,1,0,1,0,0,3,5,0,0,0,4,205,5,1
2410,Ohakune School,5,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Ruapehu District,235,116,119,97,5,9,0,1,123,0,235,0,0,0,26,23,32,25,34,29,32,34,0,0,0,0,0,0,0,26,23,31,25,35,29,31,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,97,2,0,0,2,0,0,1,1,1,1,6,0,0,0,1,121,2,0
2412,Okoia School,1,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Wanganui District,58,29,29,27,0,0,0,0,31,0,58,0,0,0,9,13,8,6,6,8,5,3,0,0,0,0,0,0,0,8,12,10,6,6,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,18,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0
2413,Orautoha School,6,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Ruapehu District,13,5,8,10,0,0,0,0,3,0,13,0,0,0,1,2,0,4,5,0,0,1,0,0,0,0,0,0,0,1,2,0,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2414,Oroua Downs School,5,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Manawatu District,84,39,45,26,0,1,0,0,57,0,84,0,0,0,13,10,12,16,14,6,1,12,0,0,0,0,0,0,0,13,10,8,16,11,9,5,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,55,2,0
2416,Our Lady of Lourdes School (P North),4,Contributing,State: Integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Palmerston North City,154,76,78,37,23,14,1,1,78,0,154,0,0,0,33,23,30,23,23,19,3,0,0,0,0,0,0,0,0,30,26,30,23,22,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,37,10,3,8,0,2,0,0,12,2,0,0,0,0,1,1,75,3,0
2417,Owhango School,5,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Waikato,Ruapehu District,54,29,25,7,0,0,0,0,47,0,54,0,0,0,6,8,10,5,5,6,5,9,0,0,0,0,0,0,0,6,8,10,5,5,6,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0
2418,Central Normal School,4,Contributing,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Palmerston North City,452,219,233,223,17,25,4,0,182,1,451,0,1,0,75,68,67,83,71,75,12,1,0,0,0,0,0,0,0,74,69,65,85,70,74,14,1,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,357,0,0,223,3,8,3,0,2,0,1,7,4,10,4,1,0,3,0,178,4,1
2419,Palmerston North Intermediate,9,Intermediate,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Palmerston North City,699,349,350,91,22,94,7,20,465,0,699,0,0,0,0,0,0,0,0,0,353,346,0,0,0,0,0,0,0,0,0,0,0,0,0,287,361,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,0,0,91,4,5,4,0,5,0,4,14,17,30,33,2,1,4,20,443,22,0
2420,Papanui Junction School,5,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Rangitikei District,13,7,6,1,0,0,0,0,12,0,13,0,0,0,4,4,2,1,1,0,1,0,0,0,0,0,0,0,0,4,4,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
2424,Parkland School (P North),7,Contributing,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Palmerston North City,307,152,155,77,8,9,3,3,207,0,307,0,0,0,57,48,51,46,47,45,13,0,0,0,0,0,0,0,0,53,52,51,46,47,44,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,77,1,0,6,0,0,0,1,0,0,2,7,0,1,2,3,200,7,0
2428,Pukeokahu School,9,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Rangitikei District,10,7,3,2,0,0,0,0,8,0,10,0,0,0,2,2,3,1,1,0,0,1,0,0,0,0,0,0,0,1,2,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
2429,Raetihi Primary School,1,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Ruapehu District,146,65,81,116,1,0,0,1,28,0,146,0,0,0,32,23,25,11,21,15,13,6,0,0,0,0,0,0,0,32,22,25,10,21,17,12,7,0,0,0,0,0,0,0,0,0,0,0,91,55,0,0,0,0,0,116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,0
2434,Rangiwaea School,6,Full Primary,State: Not integrated,Co-Ed,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Rangitikei District,11,7,4,0,0,0,0,0,11,0,11,0,0,0,1,1,1,1,1,4,2,0,0,0,0,0,0,0,0,0,2,1,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
